Channel Name,Channel ID,Subscribers,Views,Total Videos,Channel Created,Description,Country,Playlist ID,Banner URL,Custom URL
T-Series,UCq-Fj5jknLsUf-MWSy4_brA,292000000,294136309516,23281,2006-03-13T14:27:05Z,"""Music can change the world"". T-Series is India's largest Music Label & Movie Studio, believes in bringing world close together through its music.
T-Series is associated with music industry from past three decades, having ample catalogue of music comprising plenty of languages that covers the length & breadth of India. We believe after silence, nearest to expressing the inexpressible is Music. So, all the music lovers who believe in magic of music come join us and live the magic of music with T-Series.",IN,UUq-Fj5jknLsUf-MWSy4_brA,https://yt3.googleusercontent.com/J1bBbWvcbtACGPrmLqJ5Ll0yxuLYgL8wG1RBZPKvsEzQjHTTUtVUTweia5gBAvE94GL74tC5zg,@tseries
